	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	CIDADE_ELABORACAO	SEC_ELABORACAO	DEP_ELABORACAO	NUM_BO	ANO_BO	DATA_FATO	dia	mês	ano	MÊS OCOR	ANO OCOR	DP_ELABORACAO	COORPORAÇÃO	SITUAÇÃO	ID_DELEGACIA	MUNICIPIO_CIRC	"DEPARTAMENTO_
CIRC"	SECCIONAL_CIRC	CIRCUNSCRIÇÃO	DESCR_TIPO_PESSOA	SEXO_PESSOA	IDADE_PESSOA	COR	DATA_NASCIMENTO_PESSOA	DESCR_PROFISSAO	HORA_FATO	DESCR_TIPOLOCAL	LOGRADOURO	NUMERO_LOGRADOURO	LATITUDE	LONGITUDE	NATUREZAS	CONDUTA	DESDOBRAMENTO	FLAG_VITIMA_FATAL	DATAHORA_REGISTRO_BO	HORA_FATO_HOUR_ONLY	COR_FOMATADO	SEXO_FOMATADO
3969	3969	3969	BAURU	DEL.SEC.BAURU	DEINTER 4 - BAURU	27134	2017	22/11/2017	22	11	2017	11	2017	CENTRAL POL.JUDICIÁRIA-BAURU	PM	serviço	60404	BAURU	DEINTER 4 - BAURU	DEL.SEC.BAURU	01º D.P. BAURU	Autor/Vitima	Masculino	24	Branca	11/07/1993	DESEMPREGADO	04:00:00	Via pública	ALAMEDA SATURNO	7	-22.312031263999906	-49.0977267659999	Homicídio simples (art. 121), Localização/Apreensão de objeto		Morte decorrente de oposição à intervenção Policial	Sim	22/11/2017	04	Branca	Masculino
3970	3970	3970	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	1	2018	31/12/2017	31	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.7º ITAQUERA	67º D.P. JARDIM ROBRU	Autor/Vitima	Masculino	20	Parda	26/05/1997	NÃO INFORMADO	22:58:00	Via pública	RUA FRANCISCO DE SOUTOMAIOR	450	-23.525706799644297	-46.3899727805233	"Roubo (art. 157), A.I.-Roubo (art. 157), Resistência (art. 329), Homicídio simples (art. 121), Localização/Apreensão e Entrega de veículo
"	VEICULO	Morte decorrente de oposição à intervenção Policial	Sim	01/01/2018	22	Parda	Masculino
3971	3971	3971	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	1	2018	31/12/2017	31	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.7º ITAQUERA	67º D.P. JARDIM ROBRU	Vítima	Masculino	17	Parda	18/05/2000	ESTUDANTE	22:58:00	Via pública	RUA FRANCISCO DE SOUTOMAIOR	450	-23.525706799644297	-46.3899727805233	"Roubo (art. 157), A.I.-Roubo (art. 157), Resistência (art. 329), Homicídio simples (art. 121), Localização/Apreensão e Entrega de veículo
"	VEICULO	Morte decorrente de oposição à intervenção Policial	Sim	01/01/2018	22	Parda	Masculino
3972	3972	3972	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	1	2018	31/12/2017	31	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.7º ITAQUERA	67º D.P. JARDIM ROBRU	Vítima	Masculino	16	Parda	04/06/2001	ESTUDANTE	22:58:00	Via pública	RUA FRANCISCO DE SOUTOMAIOR	450	-23.525706799644297	-46.3899727805233	"Roubo (art. 157), A.I.-Roubo (art. 157), Resistência (art. 329), Homicídio simples (art. 121), Localização/Apreensão e Entrega de veículo
"	VEICULO	Morte decorrente de oposição à intervenção Policial	Sim	01/01/2018	22	Parda	Masculino
3973	3973	3973	PRAIA GRANDE	DEL.SEC.SANTOS	DEINTER 6 - SANTOS	549	2017	01/12/2017	1	12	2017	12	2017	03º D.P. PRAIA GRANDE	PM	serviço	40414	PRAIA GRANDE	DEINTER 6 - SANTOS	DEL.SEC.SANTOS	03º D.P. PRAIA GRANDE	Autor/Vitima	Masculino	31	Outros	15/03/1986	NÃO INFORMADO	15:00:00	Area não ocupada	RUA DIAMANTINO RUZ FERREIRA MOURÃO	0	-24.079336027999894	-46.585802562	Associarem-se duas ou mais pessoas - arts. 33, caput e § 1o, e 34 (Art.35,caput), Drogas sem autorização ou em desacordo (Art.33, caput), Homicídio simples (art. 121)		Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	01/12/2017	15	NÃO INFORMADO	Masculino
3974	3974	3974	CHARQUEADA	DEL.SEC.PIRACICABA	DEINTER 9 - PIRACICABA	609	2017	01/12/2017	1	12	2017	12	2017	DEL.POL.CHARQUEADA	PM	serviço	70505	CHARQUEADA	DEINTER 9 - PIRACICABA	DEL.SEC.PIRACICABA	DEL.POL.CHARQUEADA	Vítima	Masculino	19	Branca	21/01/1998	ESTUDANTE	21:00:00	Via pública	RUA JOSE CUSTODIO MARTINS	225	-22.514641012754307	-47.771233373964904	Homicídio simples (art. 121), Localização/Apreensão de veículo, Posse ou porte ilegal de arma de fogo de uso restrito (Art. 16)		Nas mesmas penas incorrem quem (Par. único)&#x00;,	Sim	04/12/2017	21	Branca	Masculino
3975	3975	3975	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	731	2017	01/12/2017	1	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.5º LESTE	58º D.P. VILA FORMOSA	Adolescente	Masculino	17	Branca	27/12/1999	ESTUDANTE	01:45:00	Via pública	AVENIDA VEREADOR ABEL FERREIRA	4436	-23.574773544	-46.541438039999896	A.I.-Roubo (art. 157), Homicídio simples (art. 121), Resistência (art. 329)	OUTROS	Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	01/12/2017	01	Branca	Masculino
3976	3976	3976	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	734	2017	01/12/2017	1	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	folga	200100	S.PAULO	DECAP	DEL.SEC.2º SUL	36º D.P. VILA MARIANA	Autor/Vitima	Masculino	NÃO INFORMADO	Parda	NÃO INFORMADO	NÃO INFORMADO	23:31:00	Via pública	AVENIDA VINTE E TRES DE MAIO	2000	-23.5829519702735	-46.65211024606629	Homicídio simples (art. 121), Roubo (art. 157)	TRANSEUNTE	Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	02/12/2017	23	Parda	Masculino
3977	3977	3977	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	737	2017	05/12/2017	5	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.6º SANTO AMARO	48º D.P. CIDADE DUTRA	Vítima	Masculino	18	Branca	07/01/1999	NÃO INFORMADO	20:15:00	Via pública	AVENIDA PRESIDENTE JOAO GOULART	800	-23.7220632474233	-46.691731313619	Homicídio simples (art. 121), Receptação (art. 180)	VEICULO	Art. 329 - Opor-se à execução de ato legal, mediante violência ou ameaça a funcionário competente para executá-lo ou a quem lhe esteja prestando auxílio:&#x0D; Pena - detenção, de 2 (dois) meses a 2 (dois) anos.&#x0D; ,Lesão corporal decorrente de intervenção policial (RES. SSP 05 - 07/01/2013),Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	06/12/2017	20	Branca	Masculino
3978	3978	3978	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	741	2017	06/12/2017	6	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.4º NORTE	38º D.P. VILA AMALIA	Autor/Vitima	Masculino	20	Parda	16/08/1997	DESEMPREGADO	22:46:00	Via pública	RUA CONDESSA AMALIA MATARAZZO	10	-23.4626922593665	-46.654120162047604	Resistência (art. 329), Roubo (art. 157), Lesão corporal (art. 129), Homicídio simples (art. 121)	INTERIOR DE VEICULO	Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	07/12/2017	22	Parda	Masculino
3979	3979	3979	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	741	2017	06/12/2017	6	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.4º NORTE	38º D.P. VILA AMALIA	Autor/Vitima	Masculino	19	Branca	26/09/1998	ESTUDANTE	22:46:00	Via pública	RUA CONDESSA AMALIA MATARAZZO	10	-23.4626922593665	-46.654120162047604	Resistência (art. 329), Roubo (art. 157), Homicídio simples (art. 121)	INTERIOR DE VEICULO	Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	07/12/2017	22	Branca	Masculino
3980	3980	3980	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	744	2017	08/12/2017	8	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.8º SAO MATEUS	54º D.P. CID. TIRADENTES	Autor/Vitima	Masculino	NÃO INFORMADO	Preta	NÃO INFORMADO	NÃO INFORMADO	21:00:00	Area não ocupada	ESTRADA IGUATEMI	900	-23.5941812253937	-46.4231778198081	Homicídio simples (art. 121), Resistência (art. 329), Roubo (art. 157)	VEICULO	Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	09/12/2017	21	Preta	Masculino
3981	3981	3981	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	744	2017	08/12/2017	8	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.8º SAO MATEUS	54º D.P. CID. TIRADENTES	Autor/Vitima	Masculino	NÃO INFORMADO	Preta	NÃO INFORMADO	NÃO INFORMADO	21:00:00	Area não ocupada	ESTRADA IGUATEMI	900	-23.5941812253937	-46.4231778198081	Homicídio simples (art. 121), Resistência (art. 329), Roubo (art. 157)	VEICULO	Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	09/12/2017	21	Preta	Masculino
3982	3982	3982	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	746	2017	09/12/2017	9	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.8º SAO MATEUS	55º D.P. PARQUE S.RAFAEL	Autor/Vitima	Masculino	NÃO INFORMADO	Parda	NÃO INFORMADO	NÃO INFORMADO	16:20:00	Via pública	RUA BANDEIRA DE ARACAMBI	220	-23.6298250999491	-46.46214980050961	Homicídio simples (art. 121)	VEICULO	Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	10/12/2017	16	Parda	Masculino
3983	3983	3983	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	749	2017	10/12/2017	10	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.2º SUL	17º D.P. DOUTOR ALDO GALIANO	Autor/Vitima	Masculino	19	Parda	08/01/1998	AJUDANTE	21:47:00	Via pública	RUA DAS MUNICIPALIDADES	7	-23.5876302701304	-46.59681231544521	Homicídio simples (art. 121), Roubo (art. 157)	VEICULO	Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	11/12/2017	21	Parda	Masculino
3984	3984	3984	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	754	2017	12/12/2017	12	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.8º SAO MATEUS	69º D.P. TEOTONIO VILELA	Autor/Vitima	Masculino	23	Parda	23/04/1994	TORNEIRO(A) MECANICO	10:25:00	Via pública	AVENIDA ARQUITETO VILANOVA ARTIGAS	3751	-23.6056377808304	-46.503122063362504	Homicídio simples (art. 121), Posse ou porte ilegal de arma de fogo de uso restrito (Art. 16), Resistência (art. 329)		Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	12/12/2017	10	Parda	Masculino
3985	3985	3985	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	756	2017	12/12/2017	12	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	folga	200100	S.PAULO	DECAP	DEL.SEC.4º NORTE	40º D.P. VILA STA MARIA	Vítima	Masculino	17	Parda	23/12/1999	ESTUDANTE	22:05:00	Via pública	RUA AUGUSTA BERTA	73	-23.4925110636125	-46.6799059494248	Homicídio simples (art. 121)	TRANSEUNTE	Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	13/12/2017	22	Parda	Masculino
3986	3986	3986	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	760	2017	13/12/2017	13	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	folga	200100	S.PAULO	DECAP	DEL.SEC.8º SAO MATEUS	44º D.P. GUAIANAZES	Adolescente	Masculino	16	Parda	04/02/2001	ESTUDANTE	16:00:00	Via pública	RUA INACIO MONTEIRO	6900	-23.587957932999892	-46.381696178	A.I.-Roubo (art. 157), Homicídio simples (art. 121), Resistência (art. 329)	VEICULO	Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	13/12/2017	16	Parda	Masculino
3987	3987	3987	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	761	2017	13/12/2017	13	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.5º LESTE	42º D.P. PARQUE S. LUCAS	Adolescente	Masculino	17	Parda	16/03/2000	ESTUDANTE	22:00:00	Residência	DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS 		-23.56286999999997	-46.65467999999999	A.I.-Roubo (art. 157), Homicídio simples (art. 121), Resistência (art. 329)	RESIDENCIA	Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	14/12/2017	22	Parda	Masculino
3988	3988	3988	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	764	2017	14/12/2017	14	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.6º SANTO AMARO	25º D.P. PARELHEIROS	Autor/Vitima	Masculino	29	Branca	02/06/1988	ESTUDANTE	20:20:00	Via pública	RODOVIA RODOANEL MARIO COVAS	54000	-23.82518763015911	-46.7338329594837	Homicídio simples (art. 121), Resistência (art. 329), Roubo (art. 157)	TRANSEUNTE	Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	15/12/2017	20	Branca	Masculino
3989	3989	3989	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	766	2017	16/12/2017	16	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	folga	200100	S.PAULO	DECAP	DEL.SEC.3º OESTE	46º D.P. PERUS	Autor/Vitima	Masculino	NÃO INFORMADO	Branca	NÃO INFORMADO	NÃO INFORMADO	21:00:00	Via pública	ESTRADA TURISTICA DO JARAGUA	613	-23.493352131174998	-46.756455498155496	Resistência (art. 329), Homicídio simples (art. 121)	VEICULO	Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	17/12/2017	21	Branca	Masculino
3990	3990	3990	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	770	2017	17/12/2017	17	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.7º ITAQUERA	103º D.P. COHABII/ITAQU.	Autor/Vitima	Masculino	20	Parda	06/12/1997	ESTUDANTE	14:30:00	Condominio Comercial	RUA JARDIM TAMOIO	1361	-23.5542660377138	-46.43514104210521	Roubo (art. 157), Roubo (art. 157), Resistência (art. 329), Homicídio simples (art. 121)	ESTABELECIMENTO COMERCIAL	Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	17/12/2017	14	Parda	Masculino
3991	3991	3991	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	771	2017	17/12/2017	17	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.8º SAO MATEUS	55º D.P. PARQUE S.RAFAEL	Vítima	Masculino	18	Parda	11/02/1999	ESTUDANTE	13:46:00	Via pública	RUA DOS JASMIM	24	-23.640525118000003	-46.44766491399999	Homicídio simples (art. 121)		Art. 329 - Opor-se à execução de ato legal, mediante violência ou ameaça a funcionário competente para executá-lo ou a quem lhe esteja prestando auxílio:&#x0D; Pena - detenção, de 2 (dois) meses a 2 (dois) anos.&#x0D; ,Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	17/12/2017	13	Parda	Masculino
3992	3992	3992	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	772	2017	17/12/2017	17	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.7º ITAQUERA	63º D.P. VILA JACUI	Vítima	Masculino	NÃO INFORMADO	Parda	NÃO INFORMADO	NÃO INFORMADO	20:00:00	Via pública	AVENIDA JACU PESSEGO	10	-23.505063481999997	-46.4566040359999	Homicídio simples (art. 121), Roubo (art. 157)	VEICULO	§ 3º Se da violência resulta morte, a reclusão é de 20 (vinte) a 30 (trinta) anos, sem prejuízo da multa. (Redação dada pela Lei nº 9.426, de 24.12.1996)&#x0D; &#x0D; ,Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	18/12/2017	20	Parda	Masculino
3993	3993	3993	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	773	2017	18/12/2017	18	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.6º SANTO AMARO	102º D.P. SOCORRO	Vítima	Masculino	NÃO INFORMADO	Preta	NÃO INFORMADO	NÃO INFORMADO	00:30:00	Via pública	AVENIDA GUARAPIRANGA	700	-23.666370811671	-46.7191722192331	Homicídio simples (art. 121)		Art. 329 - Opor-se à execução de ato legal, mediante violência ou ameaça a funcionário competente para executá-lo ou a quem lhe esteja prestando auxílio:&#x0D; Pena - detenção, de 2 (dois) meses a 2 (dois) anos.&#x0D; ,Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	18/12/2017	00	Preta	Masculino
3994	3994	3994	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	774	2017	18/12/2017	18	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	folga	200100	S.PAULO	DECAP	DEL.SEC.3º OESTE	37º D.P. CAMPO LIMPO	Autor/Vitima	Masculino	NÃO INFORMADO	Branca	NÃO INFORMADO	NÃO INFORMADO	22:40:00	Via pública	RUA IVAR BECKMAN	299	-23.628173671303898	-46.770849480202294	Homicídio simples (art. 121), Resistência (art. 329), Roubo (art. 157), Roubo (art. 157)	TRANSEUNTE	Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	19/12/2017	22	Branca	Masculino
3995	3995	3995	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	777	2017	20/12/2017	20	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.7º ITAQUERA	64º D.P. CID.AE CARVALHO	Autor/Vitima	Masculino	45	Parda	17/11/1972	NÃO INFORMADO	04:50:00	Via pública	AVENIDA AGUIA DE HAIA	3300	-23.517822936542203	-46.4761353363877	Homicídio simples (art. 121), Resistência (art. 329)		Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	20/12/2017	04	Parda	Masculino
3996	3996	3996	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	778	2017	20/12/2017	20	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	folga	200100	S.PAULO	DECAP	DEL.SEC.8º SAO MATEUS	70º D.P. VILA EMA	Adolescente	Masculino	17	Parda	06/04/2000	ESTUDANTE	23:37:00	Via pública	RUA TORRES FLORENCIO E RIELLI	147	-23.6067137729047	-46.51128674710711	A.I.-Roubo (art. 157), Homicídio simples (art. 121), Resistência (art. 329)	VEICULO	Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	21/12/2017	23	Parda	Masculino
3997	3997	3997	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	780	2017	22/12/2017	22	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.4º NORTE	45º D.P. V BRASILANDIA	Autor/Vitima	Masculino	19	Parda	20/06/1998	MOTO-BOY	06:30:00	Via pública	AVENIDA ELISIO TEIXEIRA LEITE	3000	-23.4711845879172	-46.70855038948879	Disparo de arma de fogo (Art. 15), Homicídio simples (art. 121), Resistência (art. 329)		Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	22/12/2017	06	Parda	Masculino
3998	3998	3998	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	780	2017	22/12/2017	22	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.4º NORTE	45º D.P. V BRASILANDIA	Vítima	Masculino	17	Branca	10/12/2000	ESTUDANTE	06:30:00	Via pública	AVENIDA ELISIO TEIXEIRA LEITE	3000	-23.4711845879172	-46.70855038948879	Homicídio simples (art. 121)		Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	22/12/2017	06	Branca	Masculino
3999	3999	3999	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	781	2017	22/12/2017	22	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	folga	200100	S.PAULO	DECAP	DEL.SEC.7º ITAQUERA	32º D.P. ITAQUERA	Autor/Vitima	Masculino	NÃO INFORMADO	Parda	NÃO INFORMADO	NÃO INFORMADO	05:03:00	Residência	DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS 		-23.56286999999997	-46.65467999999999	Homicídio simples (art. 121), Resistência (art. 329), Roubo (art. 157)	TRANSEUNTE	Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	22/12/2017	05	Parda	Masculino
4000	4000	4000	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	783	2017	22/12/2017	22	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.1º CENTRO	04º D.P. CONSOLAÇÃO	Vítima	Masculino	NÃO INFORMADO	Parda	NÃO INFORMADO	NÃO INFORMADO	22:00:00	Via pública	ACESSO AVENIDA DOUTOR ARNALDO	500	-23.555496015	-46.6631524749999	Homicídio simples (art. 121)		Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	23/12/2017	22	Parda	Masculino
4001	4001	4001	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	784	2017	23/12/2017	23	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.4º NORTE	90º D.P. PQ. NOVO MUNDO	Vítima	Masculino	18	Branca	10/04/1999	ESTUDANTE	02:00:00	Via pública	ALAMEDA SEGUNDO SARGENTO NEVIO BARACHO D	590	-23.5177141704811	-46.5619087093537	Homicídio simples (art. 121)		Art. 329 - Opor-se à execução de ato legal, mediante violência ou ameaça a funcionário competente para executá-lo ou a quem lhe esteja prestando auxílio:&#x0D; Pena - detenção, de 2 (dois) meses a 2 (dois) anos.&#x0D; ,Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	23/12/2017	02	Branca	Masculino
4002	4002	4002	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	784	2017	23/12/2017	23	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.4º NORTE	90º D.P. PQ. NOVO MUNDO	Vítima	Masculino	NÃO INFORMADO	Parda	NÃO INFORMADO	NÃO INFORMADO	02:00:00	Via pública	ALAMEDA SEGUNDO SARGENTO NEVIO BARACHO D	590	-23.5177141704811	-46.5619087093537	Homicídio simples (art. 121)		Art. 329 - Opor-se à execução de ato legal, mediante violência ou ameaça a funcionário competente para executá-lo ou a quem lhe esteja prestando auxílio:&#x0D; Pena - detenção, de 2 (dois) meses a 2 (dois) anos.&#x0D; ,Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	23/12/2017	02	Parda	Masculino
4003	4003	4003	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	787	2017	24/12/2017	24	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.4º NORTE	90º D.P. PQ. NOVO MUNDO	Autor/Vitima	Masculino	NÃO INFORMADO	Branca	NÃO INFORMADO	NÃO INFORMADO	00:43:00	Via pública	AVENIDA MORVAN DIAS DE FIGUEREDO	5990	-23.5262755022615	-46.580175758942794	Porte ilegal de arma de fogo de uso permitido (Art. 14), Resistência (art. 329), Homicídio simples (art. 121)		Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	24/12/2017	00	Branca	Masculino
4004	4004	4004	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	790	2017	24/12/2017	24	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.4º NORTE	38º D.P. VILA AMALIA	Autor/Vitima	Masculino	23	Parda	30/08/1994	AUTONOMO(A)	20:50:00	Via pública	RUA CONDESSA AMALIA MATARAZZO	247	-23.46100531530281	-46.653214175901496	Homicídio simples (art. 121), Resistência (art. 329), Roubo (art. 157)	VEICULO	Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	25/12/2017	20	Parda	Masculino
4005	4005	4005	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	791	2017	25/12/2017	25	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	folga	200100	S.PAULO	DECAP	DEL.SEC.6º SANTO AMARO	80º D.P. VILA JOANIZA	Autor/Vitima	Masculino	25	Preta	21/07/1992	DESEMPREGADO	02:40:00	Via pública	RUA SAO CANUTO	521	-23.6865777897031	-46.67562249939471	Homicídio simples (art. 121), Resistência (art. 329)	VEICULO	Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	25/12/2017	02	Preta	Masculino
4006	4006	4006	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	796	2017	27/12/2017	27	12	2017	12	2017	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.6º SANTO AMARO	98º D.P. JARDIM MIRIAM	Vítima	Masculino	46	Branca	19/09/1971	NÃO INFORMADO	18:45:00	Residência	DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS 		-23.56286999999997	-46.65467999999999	Associação Criminosa (art. 288), Drogas sem autorização ou em desacordo (Art.33, caput), Homicídio simples (art. 121)		Art. 329 - Opor-se à execução de ato legal, mediante violência ou ameaça a funcionário competente para executá-lo ou a quem lhe esteja prestando auxílio:&#x0D; Pena - detenção, de 2 (dois) meses a 2 (dois) anos.&#x0D; ,Lesão corporal decorrente de intervenção policial (Res. SSP 05/2013),	Sim	27/12/2017	18	Branca	Masculino
